common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location,Thermoneutral range,Normal temperature range
Bottlenose Dolphin,Bio,M,181,13,5,2,ZooMarine,13,181,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.258,0.415,2.600159563,19.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Blue,M,181,10,5,2,ZooMarine,9,181,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.258,0.301,1.99986187,17.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Blue,M,181,18,5,2,ZooMarine,9,181,3.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.258,0.556,3.597493352,16.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Blue,M,181,17,5,2,ZooMarine,9,181,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.258,0.531,3.396252726,18.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Calypso,F,174,9,5,2,DolphinCo-MSQ,9,174,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Calypso,F,174,8,5,2,DolphinCo-MSQ,9,174,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Calypso,F,174,7,5,2,DolphinCo-MSQ,9,174,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.146,1.399587323,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Capi,M,192,9,5,1,DolphinCo-Cayman,32,192,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.283,0.255,1.798870915,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Capi,M,192,7,5,2,DolphinCo-Cayman,32,192,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.283,0.146,1.399587323,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Capi,M,192,5,5,1,DolphinCo-Cayman,32,192,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.283,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Carlo,M,132,10,5,1,DolphinCo-IslaMujeres,14,132,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.301,1.99986187,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Carlo,M,132,9,5,2,DolphinCo-IslaMujeres,14,132,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.255,1.798870915,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Carlo,M,132,8,5,2,DolphinCo-IslaMujeres,14,132,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.204,1.599558029,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cayman,M,150,7,5,2,DolphinCo-MSQ,12,150,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cayman,M,150,7,5,2,DolphinCo-MSQ,12,150,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cayman,M,150,8,5,2,DolphinCo-MSQ,12,150,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0.204,1.599558029,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,258.5,8,5,1,Kolmarden,39,258.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.412,0.204,1.599558029,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,258.5,8,5,1,Kolmarden,39,258.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.412,0.204,1.599558029,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,259.5,9,5,1,Kolmarden,39,259.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.414,0.255,1.798870915,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,254,6,5,1,Kolmarden,39,254,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.405,0.079,1.199499303,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,254,5,5,1,Kolmarden,39,254,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.405,0,1,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,254,4,5,1,Kolmarden,39,254,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.405,-0.097,0.799834255,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,264,10,5,1,Kolmarden,39,264,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.422,0.301,1.99986187,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,264,10,5,1,Kolmarden,39,264,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.422,0.301,1.99986187,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,264,7,5,1,Kolmarden,39,264,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.422,0.146,1.399587323,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,257,6,5,1,Kolmarden,39,257,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.41,0.079,1.199499303,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,257,12,5,1,Kolmarden,39,257,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.41,0.38,2.398832919,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cecil,M,257,8,5,1,Kolmarden,39,257,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.41,0.204,1.599558029,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cersei,M,117,9,5,2,DolphinCo-PuntaCana,8,117,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.068,0.255,1.798870915,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cersei,M,117,12,5,2,DolphinCo-PuntaCana,8,117,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.068,0.38,2.398832919,28.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cersei,M,117,11,5,2,DolphinCo-PuntaCana,8,117,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.068,0.342,2.197859873,29.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Chaplin,M,103,10,5,3,DolphinCo-IslaMujeres,5,103,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.301,1.99986187,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Chaplin,M,103,14,5,3,DolphinCo-IslaMujeres,5,103,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.447,2.79898132,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Chaplin,M,103,9,5,2,DolphinCo-IslaMujeres,5,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.255,1.798870915,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Charlie,M,125,11,5,1,DolphinCo-Cozumel,13,125,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.342,2.197859873,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Charlie,M,125,13,5,2,DolphinCo-Cozumel,13,125,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.415,2.600159563,28.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Charlie,M,125,10,5,1,DolphinCo-Cozumel,13,125,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.301,1.99986187,28,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Citlalli,F,103,12,5,2,DolphinCo-IslaMujeres,10,103,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.38,2.398832919,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Citlalli,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.301,1.99986187,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Citlalli,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.301,1.99986187,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.42,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.42,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cobalt,M,263,8,5,2,DolphinCo-MSQ,13,263,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.42,0.204,1.599558029,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Coco,F,149,7,5,1,DolphinCo-PuntaCana,14,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.146,1.399587323,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Coco,F,149,11,5,2,DolphinCo-PuntaCana,14,149,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.342,2.197859873,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Coco,F,149,9,5,2,DolphinCo-PuntaCana,14,149,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.255,1.798870915,28.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Copernico,M,176,6,5,2,DolphinCo-Cayman,23,176,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.246,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Copernico,M,176,6,5,1,DolphinCo-Cayman,23,176,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.246,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Copernico,M,176,7,5,1,DolphinCo-Cayman,23,176,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.246,0.146,1.399587323,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cossete,F,125,11,5,3,DolphinCo-IslaMujeres,11,125,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.342,2.197859873,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cossete,F,125,7,5,2,DolphinCo-IslaMujeres,11,125,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.146,1.399587323,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cossete,F,125,6,5,1,DolphinCo-IslaMujeres,11,125,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.097,0.079,1.199499303,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cronos,M,116,5,5,1,DolphinCo-Cayman,6,116,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.064,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cronos,M,116,5,5,1,DolphinCo-Cayman,6,116,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.064,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Cronos,M,116,7,5,2,DolphinCo-Cayman,6,116,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.064,0.146,1.399587323,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daenerys,F,80,11,5,2,DolphinCo-IslaMujeres,4,80,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.903,0.342,2.197859873,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daenerys,F,80,13,5,3,DolphinCo-IslaMujeres,4,80,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.903,0.415,2.600159563,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daenerys,F,80,10,5,2,DolphinCo-IslaMujeres,4,80,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.903,0.301,1.99986187,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daniela,F,165,9,5,1,DolphinCo-Maroma,34,165,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.217,0.255,1.798870915,28,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daniela,F,165,10,5,2,DolphinCo-Maroma,34,165,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.217,0.301,1.99986187,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Daniela,F,165,12,5,2,DolphinCo-Maroma,34,165,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.217,0.38,2.398832919,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Denise,F,170,7,5,2,DolphinCo-MSQ,24,170,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Denise,F,170,7,5,2,DolphinCo-MSQ,24,170,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Denise,F,170,8,5,2,DolphinCo-MSQ,24,170,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Desire,F,153,12,5,3,DolphinCo-PuntaCana,14,153,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.185,0.38,2.398832919,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Desire,F,153,8,5,2,DolphinCo-PuntaCana,14,153,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.185,0.204,1.599558029,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Desire,F,153,10,5,3,DolphinCo-PuntaCana,14,153,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.185,0.301,1.99986187,28.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Diego,M,123,9,5,1,DolphinCo-Maroma,11,123,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.09,0.255,1.798870915,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Diego,M,123,12,5,1,DolphinCo-Maroma,11,123,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.09,0.38,2.398832919,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Diego,M,123,16,5,3,DolphinCo-Maroma,11,123,3.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.09,0.505,3.19889511,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Dino,M,222,9,5,2,ZooMarine,27,222,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.346,0.255,1.798870915,19.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Dino,M,222,15,5,1,ZooMarine,27,222,3,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.346,0.477,2.999162519,20.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Dino,M,222,7,5,1,ZooMarine,27,222,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.346,0.146,1.399587323,20.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Drake,M,127,9,5,2,DolphinCo-Cayman,8,127,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0.255,1.798870915,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Drake,M,127,11,5,2,DolphinCo-Cayman,8,127,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0.342,2.197859873,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Drake,M,127,5,5,1,DolphinCo-Cayman,8,127,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Edison,M,102,10,5,2,DolphinCo-IslaMujeres,6,102,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.009,0.301,1.99986187,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Edison,M,102,13,5,3,DolphinCo-IslaMujeres,6,102,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.009,0.415,2.600159563,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Edison,M,102,9,5,2,DolphinCo-IslaMujeres,6,102,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.009,0.255,1.798870915,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Elena,F,134,10,5,2,DolphinCo-CostaMaya,11,134,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.127,0.301,1.99986187,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Elena,F,134,7,5,1,DolphinCo-CostaMaya,11,134,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.127,0.146,1.399587323,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Elena,F,134,9,5,2,DolphinCo-CostaMaya,11,134,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.127,0.255,1.798870915,30.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Esperanza,F,142,13,5,2,DolphinCo-Cayman,29,142,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.415,2.600159563,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Esperanza,F,142,8,5,1,DolphinCo-Cayman,29,142,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Esperanza,F,142,7,5,1,DolphinCo-Cayman,29,142,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.146,1.399587323,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,154,6,5,1,Kolmarden,15,154,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.188,0.079,1.199499303,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,154,6,5,1,Kolmarden,15,154,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.188,0.079,1.199499303,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,154,7,5,1,Kolmarden,15,154,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.188,0.146,1.399587323,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,153.5,9,5,2,Kolmarden,15,153.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.186,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,153.5,10,5,2,Kolmarden,15,153.5,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.186,0.301,1.99986187,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,153.5,6,3.833,1,Kolmarden,15,153.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.186,0.195,1.56675107,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,154,8,5,1,Kolmarden,15,154,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.188,0.204,1.599558029,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,154,7,5,1,Kolmarden,15,154,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.188,0.146,1.399587323,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,156,8,5,1,Kolmarden,15,156,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.204,1.599558029,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,157.5,7,5,1,Kolmarden,15,157.5,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.197,0.146,1.399587323,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,157.5,8,5,1,Kolmarden,15,157.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.197,0.204,1.599558029,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fenah,F,157.5,9,5,1,Kolmarden,15,157.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.197,0.255,1.798870915,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fénix,M,103,9,5,1,DolphinCo-Cozumel,11,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.255,1.798870915,27.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fénix,M,103,9,5,1,DolphinCo-Cozumel,11,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.255,1.798870915,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fénix,M,103,8,5,1,DolphinCo-Cozumel,11,103,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.013,0.204,1.599558029,28.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fernando,M,130,8,5,2,DolphinCo-CostaMaya,9,130,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.114,0.204,1.599558029,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fernando,M,130,10,5,2,DolphinCo-CostaMaya,9,130,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.114,0.301,1.99986187,30.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Fernando,M,130,10,5,2,DolphinCo-CostaMaya,9,130,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.114,0.301,1.99986187,30.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,138,11,5,3,Kolmarden,5,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.342,2.197859873,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,138,11,5,1,Kolmarden,5,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.342,2.197859873,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,138,14,5,2,Kolmarden,5,138,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.447,2.79898132,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,142,10,5,2,Kolmarden,5,142,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.301,1.99986187,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,142,9,5,1,Kolmarden,5,142,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,142,7,5,1,Kolmarden,5,142,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.152,0.146,1.399587323,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,147.7,9,5,1,MississipiAquarium,10,147.7272727,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.169,0.255,1.798870915,26.1,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,147.7,10,5,1,MississipiAquarium,10,147.7272727,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.169,0.301,1.99986187,26.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,148.2,9,5,1,MississipiAquarium,10,148.1818182,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.171,0.255,1.798870915,26.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,148.2,13,5,1,MississipiAquarium,10,148.1818182,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.171,0.415,2.600159563,25.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Finn,M,149.5,9,5,1,MississipiAquarium,10,149.5454545,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.175,0.255,1.798870915,26.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Frida,F,145,8,5,2,DolphinCo-CostaMaya,21,145,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.161,0.204,1.599558029,30.1,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Frida,F,145,9,5,2,DolphinCo-CostaMaya,21,145,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.161,0.255,1.798870915,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Frida,F,145,7,5,1,DolphinCo-CostaMaya,21,145,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.161,0.146,1.399587323,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Galileo,M,174,8,5,2,DolphinCo-Cayman,20,174,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Galileo,M,174,7,5,1,DolphinCo-Cayman,20,174,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.146,1.399587323,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Galileo,M,174,6,5,1,DolphinCo-Cayman,20,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Gandalf,M,93,11,5,2,DolphinCo-IslaMujeres,6,93,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.968,0.342,2.197859873,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Gandalf,M,93,12,5,3,DolphinCo-IslaMujeres,6,93,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.968,0.38,2.398832919,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Gandalf,M,93,11,5,2,DolphinCo-IslaMujeres,6,93,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.968,0.342,2.197859873,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Gaudi,M,143,12,5,1,DolphinCo-PuntaCana,10,143,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.155,0.38,2.398832919,28.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Gaudi,M,143,13,5,1,DolphinCo-PuntaCana,10,143,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.155,0.415,2.600159563,28.1,Water,5C-25C,10C to 32C
